Id,Identifies the type of dwelling involved in the sale.,Identifies the general zoning classification of the sale.,Linear feet of street connected to property,Lot size in square feet,Type of road access to property,Type of alley access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on house,Exterior covering on house (if more than one material),Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluates the general condition of the basement,Refers to walkout or garden level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area (if multiple types),Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet (all floors),Above grade (ground) living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,BedroomAbvGr,KitchenAbvGr,Kitchen quality,Total rooms above grade (does not include bathrooms),Home functionality (Assume typical unless deductions are warranted),Number of fireplaces,Fireplace quality,Garage location,Year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three season porch area in square feet,Screen porch area in square feet,Pool area in square feet,Pool quality,Fence quality,Miscellaneous feature not covered in other categories,$Value of miscellaneous feature,Month Sold (MM),Year Sold (YYYY),Type of sale,Condition of sale,SalePrice
1201,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,71.0,9353,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Below Average,Average,1970,1970,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,864,864,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,864,0,0,864,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,,Attached to home,1972.0,Unfinished,1,280,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,Shed (over 100 SF),0,7,2006,Other,"Abnormal Sale -  trade, foreclosure, short sale",116050
189,DUPLEX - ALL STYLES AND AGES,Residential Low Density,64.0,7018,Paved,,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Adjacent to feeder street,Normal,Duplex,Split Foyer,Average,Average,1979,1979,Gable,Standard (Composite) Shingle,Plywood,Plywood,Stone,275.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,1086,Unfinshed,0,0,1086,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1224,0,0,1224,2,0,0,2,2,2,Typical/Average,6,Typical Functionality,2,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Detached from home,1979.0,Unfinished,2,528,Typical/Average,Typical/Average,Paved,120,0,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",153337
894,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,13284,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,"Near positive off-site feature--park, greenbelt, etc.",Normal,Single-family Detached,One story,Average,Average,1954,1954,Gable,Standard (Composite) Shingle,Wood Siding,Plywood,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Mimimum Exposure,Below Average Living Quarters,1064,Unfinshed,0,319,1383,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1383,0,0,1383,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,1954.0,Unfinished,1,354,Typical/Average,Typical/Average,Paved,511,116,0,0,0,0,,Good Privacy,,0,6,2008,Warranty Deed - Conventional,Normal Sale,165000
1328,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,6600,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,One story,Average,Excellent,1982,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,641,Unfinshed,0,175,816,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,816,0,0,816,0,1,1,0,3,1,Good,5,Typical Functionality,1,Excellent - Exceptional Masonry Fireplace,Attached to home,1982.0,Unfinished,1,264,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,Minimum Privacy,,0,10,2008,Warranty Deed - Conventional,Normal Sale,130500
421,DUPLEX - ALL STYLES AND AGES,Residential Medium Density,78.0,7060,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,Duplex,Split Foyer,Good,Average,1997,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,200.0,Average/Typical,Good,Poured Contrete,Good (90-99 inches),Good,Good Exposure,Good Living Quarters,1309,Unfinshed,0,35,1344,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1344,0,0,1344,2,0,2,0,2,2,Typical/Average,8,Typical Functionality,0,,Attached to home,1997.0,Finished,4,784,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,11,2008,Warranty Deed - Conventional,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",206300
579,2-STORY PUD - 1946 & NEWER,Floating Village Residential,34.0,3604,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Somerset,Normal,Normal,Townhouse End Unit,Two story,Good,Average,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,689,689,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,703,689,0,1392,0,0,2,0,2,1,Good,5,Typical Functionality,0,,Detached from home,2007.0,Unfinished,2,540,Typical/Average,Typical/Average,Paved,0,102,0,0,0,0,,,,0,2,2008,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",146000
84,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,8892,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Average,1960,1960,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Common,66.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1065,1065,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1065,0,0,1065,0,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,,Detached from home,1974.0,Unfinished,2,461,Typical/Average,Typical/Average,Paved,74,0,0,0,0,0,,,,0,7,2007,Court Officer Deed/Estate,Normal Sale,126500
1275,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,53.0,5362,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Crawford,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,Average,Above Average,1910,2003,Gable,Standard (Composite) Shingle,Wood Siding,Wd Shng,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,661,661,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,661,589,0,1250,0,0,2,0,3,1,Typical/Average,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Detached from home,1985.0,Unfinished,2,552,Typical/Average,Typical/Average,Paved,242,0,81,0,0,0,,,,0,11,2007,Warranty Deed - Conventional,Normal Sale,139000
49,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,33.0,4456,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,2fmCon,Two story,Below Average,Average,1920,2008,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,736,736,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,736,716,0,1452,0,0,2,0,2,3,Typical/Average,8,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,0,102,0,0,0,,,,0,6,2009,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),113000
156,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60.0,9600,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Adjacent to arterial street,Normal,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Average,1924,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,572,572,Gravity furnace,Fair,No,60 AMP Fuse Box and mostly Romex wiring (Fair),572,524,0,1096,0,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,8,128,0,0,0,,,,0,4,2008,Warranty Deed - Conventional,Normal Sale,79000
974,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,95.0,11639,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,Good,Average,2007,2008,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,,,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1428,1428,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1428,0,0,1428,0,0,2,0,3,1,Good,6,Typical Functionality,0,,Attached to home,2007.0,Finished,2,480,Typical/Average,Typical/Average,Paved,0,120,0,0,0,0,,,,0,12,2008,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),182000
1111,2-STORY 1946 & NEWER,Residential Low Density,,8000,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,Above Average,Average,1995,1996,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,219,Unfinshed,0,554,773,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,773,885,0,1658,1,0,2,1,3,1,Typical/Average,8,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1995.0,Finished,2,431,Typical/Average,Typical/Average,Paved,224,84,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,188000
951,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,7200,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Very Good,1950,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,398,Below Average Living Quarters,149,317,864,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,864,0,0,864,1,0,1,0,3,1,Good,5,Typical Functionality,0,,Detached from home,1980.0,Rough Finished,2,720,Typical/Average,Typical/Average,Paved,194,0,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,129000
1031,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential High Density,,7082,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,2fmCon,Two story,Average,Very Good,1916,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Unfinshed,0,Unfinshed,0,686,686,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,948,980,0,1928,0,0,2,0,5,2,Typical/Average,10,Typical Functionality,0,,,,,0,0,,,Dirt/Gravel,0,0,228,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,160000
1436,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,8400,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Above Average,Excellent,1962,2005,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,237.0,Good,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1319,1319,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1537,0,0,1537,1,0,1,1,3,1,Good,7,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,1962.0,Rough Finished,2,462,Typical/Average,Typical/Average,Paved,0,36,0,0,0,0,,Good Privacy,,0,7,2008,Court Officer Deed/Estate,"Abnormal Sale -  trade, foreclosure, short sale",174000
1197,2-STORY 1946 & NEWER,Residential Low Density,58.0,14054,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,Good,Average,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Unfinshed,0,Unfinshed,0,879,879,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,879,984,0,1863,0,0,2,1,4,1,Good,9,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),2006.0,Finished,3,660,Typical/Average,Typical/Average,Paved,100,17,0,0,0,0,,,,0,11,2006,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),219210
1443,2-STORY 1946 & NEWER,Floating Village Residential,85.0,11003,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,Two story,Very Excellent,Average,2008,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,160.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,765,Unfinshed,0,252,1017,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1026,981,0,2007,1,0,2,1,3,1,Excellent,10,Typical Functionality,1,Excellent - Exceptional Masonry Fireplace,Attached to home,2008.0,Finished,3,812,Typical/Average,Typical/Average,Paved,168,52,0,0,0,0,,,,0,4,2009,Warranty Deed - Conventional,Normal Sale,310000
482,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,72.0,11846,Paved,,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,Excellent,Average,2003,2004,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,562.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1567,Unfinshed,0,225,1792,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1792,0,0,1792,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2003.0,Finished,3,874,Typical/Average,Typical/Average,Paved,206,49,0,0,0,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,374000
180,1-STORY 1945 & OLDER,Residential Medium Density,60.0,8520,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,Average,Above Average,1923,2006,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,968,968,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,968,0,0,968,0,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,,Detached from home,1935.0,Unfinished,2,480,Fair,Typical/Average,Dirt/Gravel,0,0,184,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,100000
860,2-STORY 1946 & NEWER,Residential Low Density,,11029,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northwest Ames,Adjacent to postive off-site feature,Normal,Single-family Detached,Two story,Above Average,Good,1968,1984,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,220.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Below Average Living Quarters,619,Unfinshed,0,435,1054,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1512,1142,0,2654,1,0,2,1,4,1,Good,9,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,1968.0,Unfinished,2,619,Typical/Average,Typical/Average,Paved,0,65,0,0,222,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,250000
1214,SPLIT OR MULTI-LEVEL,Residential Low Density,,10246,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,Split Level,Below Average,Excellent,1965,2001,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Good,Average Exposure (split levels or foyers typically score average or above),Good Living Quarters,648,Unfinshed,0,0,648,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,960,0,0,960,1,1,0,0,0,1,Typical/Average,3,Typical Functionality,0,,Attached to home,1965.0,Unfinished,1,364,Typical/Average,Typical/Average,Paved,88,0,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Normal Sale,145000
584,2-1/2 STORY ALL AGES,Residential Medium Density,75.0,13500,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Adjacent to arterial street,Adjacent to postive off-site feature,Single-family Detached,Two and one-half story: 2nd level unfinished,Very Excellent,Excellent,1893,2000,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Excellent,Excellent,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,1237,1237,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1521,1254,0,2775,0,0,3,1,3,1,Good,9,Typical Functionality,1,Good - Masonry Fireplace in main level,Detached from home,1988.0,Unfinished,2,880,Good,Typical/Average,Paved,105,502,0,0,0,0,,,,0,7,2008,Warranty Deed - Conventional,Normal Sale,325000
478,2-STORY 1946 & NEWER,Residential Low Density,105.0,13693,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two story,Excellent,Average,2006,2006,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,772.0,Excellent,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure (split levels or foyers typically score average or above),Unfinshed,0,Unfinshed,0,2153,2153,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2069,574,0,2643,0,0,2,1,3,1,Excellent,9,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),2006.0,Finished,3,694,Typical/Average,Typical/Average,Paved,414,84,0,0,0,0,,,,0,3,2007,Warranty Deed - Conventional,Normal Sale,380000
1406,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,44.0,3842,Paved,,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Crawford,Normal,Normal,Townhouse End Unit,One story,Very Good,Average,2004,2005,Hip,Standard (Composite) Shingle,Cement Board,CmentBd,Stone,174.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1373,Unfinshed,0,221,1594,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1646,0,0,1646,1,1,2,0,2,1,Good,5,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2004.0,Finished,2,482,Typical/Average,Typical/Average,Paved,128,53,0,0,155,0,,,,0,1,2008,Warranty Deed - Conventional,Normal Sale,275000
